video_id	label_L0_raw	label_L0	label_L1_subject	label_L1_action	label_L2	label_L3
21I0YiLHzvg_000038	opening or closing car electric windows	car window closing	garage door closing	car window opening	pneumatic cylinder retracting	swimming
O_q02_oUP2M_000131	playing bugle	playing bugle	playing saxophone	man whistling	ambulance siren	frog croaking
Xp-u8qRkJZA_000014	bull bellowing	bull bellowing	bear growling	bull groaning	heavy door creaking	fireworks banging
vh8Uh1zTLQw_000035	bull bellowing	bull bellowing	lion roaring	bull moaning	foghorn sounding	gibbon howling
2K5Px-N6BEI_000447	cat hissing	cat hissing	snake hissing	cat purring	rubbing sandpaper	playing congas
dIloYYVJIO4_000124	sheep bleating	goat bleating	duck quacking	goat coughing	squeaky door	bull bellowing
bln5A2hopKQ_000092	playing table tennis	playing table tennis	playing badminton	typing on keyboard	geiger counter clicking	beat boxing
_NW6RuwbP1Q_000020	people giggling	baby giggling	bird chirping	baby squealing	squeaky toy	chimpanzee pant-hooting
n9etMRi77Wo_000273	alarm clock ringing	alarm clock ringing	smoke detector beeping	alarm clock beeping	video game sounds	cap gun shooting
OCwzCoB6p-4_000030	opening or closing drawers	opening drawer	opening sliding door	banging drawer	dragging chair	people eating crisps
7nglQSmcjAk_000030	reversing beeps	reversing beeps	fire alarm beeping	windshield wiper squeaking	bird chirping	male singing
mC87qMYLJX4_000057	yodelling	choir singing	children singing	choir humming	string orchestra	playing tuning fork
QUte9W0g2Yo_000017	eletric blender running	electric blender running	hair dryer running	electric blender grinding	chainsaw running	bird squawking
ZqZG_CV2qQU_000030	playing acoustic guitar	playing acoustic guitar	playing harp	tapping on guitar	typing on keyboard	strike lighter
GCDWVj9BjU8_000012	lions roaring	lion roaring	bear growling	lion grunting	foghorn	wind noise
dwEU1TXu5bw_000174	slot machine	slot machine	pinball machine	slot machine chiming	playing harp	people slapping
6wRJg4fbELE_000003	bull bellowing	bull bellowing	camel groaning	bull groaning	foghorn sounding	people whistling
WohJxQ1ll6w_000052	playing tambourine	playing tambourine	rattlesnake rattling	shaking maracas	shaking spray cans	smoke detector beeping
kmvLXRZp5oI_000163	playing bongo	playing bongo	playing conga	slapping table	typewriting	people battle cry
6V9JinlbpHw_000082	playing erhu	playing erhu	playing violin	erhu wailing	bird singing	playing tennis
aESAKt3teu0_000030	cat caterwauling	cat caterwauling	baby crying	cat yawning	door creaking	people sobbing
bY2cN3BgPsU_000070	people booing	people booing	crowd cheering	people shouting	waterfall roaring	sailing
PeNLnpalp9s_000030	female speech, woman speaking	woman speaking	man speaking	woman crying	bubbling mud	chicken clucking
9AUSYLKYKGg_001113	owl hooting	owl hooting	pigeon cooing	owl coughing	blowing across bottle opening	cat hissing
iY6gP4y8Shk_000010	people hiccup	woman hiccuping	dog hiccuping	woman coughing	squeaky toy	firing muskets
HgJaV3YXwnM_000030	playing harp	playing harp	playing guitar	tapping harp	typing on keyboard	raining
BbNHWQrTu2o_000030	waterfall burbling	waterfall rushing	wind rushing	waterfall roaring	static noise	playing trumpet
YQwQbYsgMLQ_000018	gibbon howling	gibbon howling	wolf howling	gibbon screaming	ambulance siren	smoke detector beeping
H1ynbvzW0js_000026	lions roaring	lion roaring	tiger growling	lion coughing	engine sputtering	sheep bleating
1GDAnA4hAqQ_000105	airplane	airplane	rocket engine	airplane landing	waterfall roaring	lip smacking
b6867WvTgOk_000080	driving motorcycle	driving motorcycle	truck engine idling	motorcycle backfiring	machine gun firing	playing cymbal
oaKEAU7SoCE_000030	playing harmonica	playing harmonica	playing accordion	person whistling	singing saw	elk bugling
nlYlNF30bVg_000030	people screaming	people screaming	goat screaming	people yelling	violin screeching	playing acoustic guitar
0nYltlo90Zc_000147	playing congas	playing congas	playing bongos	slapping table	basketball bouncing	playing banjo
VrwW35FmP0w_000025	waterfall burbling	waterfall burbling	river flowing	waterfall roaring	static noise	playing didgeridoo
D1eDJb5FMw0_000065	dog growling	dog growling	bear growling	dog snoring	stomach rumbling	playing tabla
nbPY6Y1ffgo_000040	people cheering	people cheering	soldiers shouting	people chanting	tribal drumming	driving snowmobile
yOP7z54BXYo_000030	playing harpsichord	playing harpsichord	playing piano	harpsichord tinkling	typing on keyboard	playing harmonica
BaZGT-2NhEA_000157	playing cornet	playing cornet	playing saxophone	man singing	kazoo buzzing	tornado roaring
laSDlOFM5vc_000025	canary calling	canary calling	cricket chirping	canary chirping	geiger counter clicking	cutting hair with electric trimmers
noN35nW5gl4_000000	cattle mooing	cattle mooing	elephant trumpeting	cattle bellowing	foghorn blowing	playing banjo
RcVJVUfXWgU_000120	playing hammond organ	playing hammond organ	playing synthesizer	typing on keyboard	arcade game sounds	penguins braying
MyjxrBI9k4o_000080	playing electric guitar	playing electric guitar	playing piano	electric guitar strumming	typing on keyboard	shot football
_MBCVvbtdtI_000470	playing harp	playing harp	playing piano	typing on keyboard	wind chimes	dog whimpering
Gn7-NxQCzok_000010	waterfall burbling	waterfall	fountain spraying	waterfall splashing	frying food	people eating noodle
6taAP7SFewI_000030	car engine knocking	car engine knocking	truck engine knocking	car engine idling	bass drum beating	rope skipping
0K92tp-4GEk_000108	bathroom ventilation fan running	bathroom ventilation fan running	hair dryer blowing	bathroom ventilation fan whirring	electric shaver buzzing	people belly laughing
5q2l2Meutsc_000214	missile launch	missile launch	rocket launch	missile exploding	thunder clap	eletric blender running
aBXntqgPo6Q_000040	playing bass guitar	playing guitar	playing piano	tapping on table	laser gun shooting	coyote howling
Gg6Jx9UTBZI_000158	baltimore oriole calling	baltimore oriole calling	person whistling	baltimore oriole chirping	squeaky toy	car engine knocking
XEavANMFzQM_000040	dinosaurs bellowing	dinosaurs bellowing	robot roaring	dinosaurs fighting	heavy gate opening	people slapping
5d8P-k6MNIQ_000120	playing harp	playing harp	playing piano	tapping glass	arcade game sounds	playing piano
mH0qxsxLypw_000080	cat meowing	cat meowing	baby crying	cat coughing	squeaky toy	playing tympani
Yd10enP9ykM_000030	car passing by	tires screeching	train wheels screeching	tires rubbing	electric saw cutting	people booing
R2Aq_j1TDSs_000040	helicopter	helicopter	drone flying	helicopter taking off	leaf blower running	foghorn
1q8kkQhS97g_000140	playing cymbal	playing cymbal	drum machine playing	playing snare drum	machine gun firing	playing bongo
puWLQ77Iq74_000064	tractor digging	tractor digging	excavator digging	tractor lifting	heavy gate opening	playing acoustic guitar
AlnFwT2U1xM_000163	parrot talking	parrot talking	child talking	parrot babbling	police radio chatter	horse neighing
ATnl-fq5nAk_000030	playing acoustic guitar	playing acoustic guitar	playing bass guitar	tapping on guitar body	deep bell ringing	foghorn
p0c-sBtVkio_000187	playing castanets	playing castanets	woodpecker pecking	snapping fingers	tap dancing	striking bowling
gA4PlwSKj8A_000039	dinosaurs bellowing	dinosaurs bellowing	monster roaring	dinosaurs roaring	jet engine roaring	tornado roaring
NfOHjeI-Bns_000210	playing zither	playing zither	playing guitar	strumming zither	arcade game sounds	singing bowl
n3Pfv9Fo3zk_000009	cat growling	cat growling	dog growling	cat gagging	heavy door creaking	striking bowling
vJG_xzuu7M4_000100	playing mandolin	playing mandolin	playing ukulele	strumming mandolin	typing on keyboard	planing timber
Nht8x-egV7Y_000015	chinchilla barking	chinchilla barking	bird chirping	chinchilla squeaking	squeaky toy	strike lighter
VpCCJy5atYU_000144	ice cream truck, ice cream van	ice cream truck	carousel music	ice cream truck alarm	video game music	barn swallow calling
JXZuAd9Lgew_000020	dog bow-wow	dog barking	pig squealing	dog coughing	children yelling	church bell ringing
1tC7bTilFWk_000030	cat caterwauling	cat caterwauling	baby crying	cat yelping	scratching chalkboard	playing squash
KqF-WZRVs-w_000070	child speech, kid speaking	child speech	crowd cheering	children shouting	heavy rain falling	tap dancing
4ViTIFEK5Fo_000090	orchestra	playing violin	woman singing	whistling	sawing wood	sea lion barking
plfLL0Niy9k_000110	lighting firecrackers	lighting firecrackers	gun shooting	firecracker bursting	light bulb popping	penguins braying
VulCKZgWspc_000080	car passing by	car passing by	motorcycle passing by	car accelerating	jet engine	mosquito buzzing
D1VQAb8CfWM_000022	cat hissing	cat hissing	snake hissing	cat coughing	aerosol can spraying	playing electric guitar
oEDGxlhyhp4_000043	train whistling	train whistling	steamship horn	train air brake	printing press running	car engine idling
cwq3iq632ys_000030	singing choir	choir singing	orchestra playing	choir humming	synthesizer pad	car engine knocking
fB9W0awy06E_000160	electric grinder grinding	electric grinder grinding	circular saw running	electric grinder whirring	dentist drill	people nose blowing
SmtW2FlpPX4_000057	barn swallow calling	barn swallow calling	mouse squeaking	barn swallow chattering	dial-up modem sounds	stream burbling
RJtn6Td3rco_000068	missile launch	missile launch	jet engine roaring	missile engine test	waterfall roaring	singing choir
vE_dAmxPPLY_000070	playing accordion	playing accordion	playing organ	accordion soloing	operating machinery	people screaming
GYQVFv7wGHY_000026	squishing water	squishing water	stomping on fruit	splashing water	bone breaking	volcano explosion
aajx_w7vgjA_000003	cat growling	cat growling	dog growling	cat purring	engine idling	alarm clock ringing
TipVfZMxZbk_000010	playing saxophone	playing saxophone	playing clarinet	saxophone whining	woman singing	dinosaurs bellowing
lA3KGYqG5rQ_000484	bull bellowing	bull bellowing	lion roaring	bull groaning	foghorn	police car (siren)
zM-nWQl3W6Y_000170	cattle, bovinae cowbell	cowbell	sheep bell	cowbell rattling	pots and pans rattling	eagle screaming
kV9bDDyCiEM_000008	playing trumpet	playing trumpet	playing saxophone	trumpet tooting	goose honking	people eating crisps
QLEBKY7baBg_000030	goat bleating	goat bleating	sheep bleating	goat whining	gate squeaking	playing guiro
YuvmP7Lsr2k_000030	male speech, man speaking	man speaking	children singing	man humming	string orchestra	playing tambourine
5qWSbdY3IvQ_000005	baltimore oriole calling	bird calling	squeaky toy	bird tapping	typing on keyboard	playing guiro
FD1LeLl1xBA_000060	beat boxing	beat boxing	dj scratching	tongue clicking	machine gun firing	cap gun shooting
xAmYnybedFw_000117	snake rattling	snake rattling	cicada buzzing	snake hissing	aerosol can spraying	playing table tennis
E7n4klULtxI_000530	skidding	skidding	train braking	metal scraping	dj scratching record	car engine starting
FsVcCpJ6Gak_000030	church bell ringing	church bell ringing	fire alarm bell ringing	church bell striking	sonar pings	lathe spinning
XCkoQ-sCQ4Y_000170	cattle mooing	cattle mooing	bull bellowing	cattle groaning	foghorn blowing	playing glockenspiel
5aEBWi9H0rg_000460	church bell ringing	church bell ringing	ship's bell ringing	dropping church bell	slamming a heavy metal gate	writing on blackboard with chalk
THhP1idrWXA_000030	people sniggering	people sniggering	hyena laughing	man coughing	engine sputtering	people shuffling
PuvTDLP8lwM_000030	typing on computer keyboard	typing on computer keyboard	typing on typewriter	drumming fingers on table	tap dancing	chicken clucking
bGk6gbxWzCQ_000030	playing gong	playing gong	playing bass drum	gong rumbling	thunder rumbling	playing saxophone
p-ASHwSVFSI_000080	playing harmonica	playing harmonica	playing accordion	person whistling	squeaky door hinge	tap dancing
lGZKkiZEDBY_000003	alligators, crocodiles hissing	alligator hissing	tiger growling	alligator growling	ripping fabric	rope skipping
1z19uJK6SB0_000076	playing djembe	playing djembe	playing bongos	slapping table	horse galloping	wood thrush calling
77lgNFP6Tts_000119	wood thrush calling	wood thrush calling	crickets chirping	wood thrush chattering	radio static	people marching
0apGJGFHQO4_000067	playing violin, fiddle	playing violin	playing cello	scratching violin	sawing wood	dog growling
pTY56E9D_cE_000154	squishing water	crushing objects	crushing cans	smashing objects	fireworks exploding	driving motorcycle
puoRo9q7-ec_000009	disc scratching	disc scratching	sawing wood	disc rubbing	scrubbing floor	coyote howling
ID9p52w2ah4_000079	playing erhu	playing erhu	playing violin	erhu wailing	squeaky gate swinging	playing squash
R5FhPTwWpm8_000140	skidding	skidding	train wheels screeching	metal scraping	record scratching	playing harpsichord
DjXyE3_g0b4_000156	playing cornet	playing cornet	woman singing	man whistling	air raid siren	zebra braying
9wkgTdE7nz8_000030	male speech, man speaking	man speaking	woman speaking	man singing	saxophone playing	playing guiro
mcrf1Mb99d4_000068	playing tympani	playing tympani	playing bass drum	tympani booming	hammering a large post	elk bugling
d8LvZQyYZpQ_000010	canary calling	canary calling	cricket chirping	canary whistling	smoke detector beeping	lighting firecrackers
SBeC9TISHz8_000030	playing mandolin	playing guitar	playing banjo	typing on keyboard	sawing wood	telephone bell ringing
K2bRcQYebN4_000004	magpie calling	magpie calling	chicken clucking	magpie pecking	typing on keyboard	playing table tennis
7fft0a682rE_000000	bird wings flapping	bird wings flapping	bat wings flapping	bird shaking feathers	shuffling deck of cards	striking pool
SB1dEgUQh3w_000187	electric grinder grinding	electric grinder grinding	hair dryer blowing	electric grinder cutting	siren wailing	bowling impact
knzA9iuVOdw_000010	lawn mowing	lawn mowing	chainsaw running	lawn mower engine running	boat motor running	cap gun shooting
KdIIocq3jeM_000409	lip smacking	lip smacking	dog licking	chewing gum	popping bubble wrap	bouncing on trampoline
iPFoT3Iz234_000010	magpie calling	magpie calling	crow cawing	magpie chattering	ratchet wrench clicking	electric grinder grinding
4Mj0Eu8AThg_000002	hedge trimmer running	hedge trimmer running	leaf blower running	hedge trimmer whining	bee swarm buzzing	playing cello
1uCzQCdCC1U_000170	race car, auto racing	auto racing	boat racing	car drifting	chainsaw cutting	skidding
Uq-owMVP9qI_000030	people whispering	people whispering	wind blowing	people breathing	paper sliding	train horning
sRKyvq20rY4_000002	dog growling	dog growling	man growling	dog coughing	engine sputtering	scuba diving
J2nDnAerah0_000030	helicopter	helicopter	airplane engine	helicopter hovering	industrial fan running	fire crackling
